"Uberstrain","ST_Country","N_human_e.coli_shigella","N_bovine_e.coli_shigella","N_swine_e.coli_shigella","N_poultry_e.coli_shigella","N_dog_e.coli_shigella","N_water_e.coli_shigella","Name.x","Barcode.x","Data.Source.Accession.No..Sequencing.Platform.Sequencing.Library.Insert.Size.Experiment.Status.","Source.Niche","Source.Type","Source.Details","Collection.Year","Collection.Month","Collection.Day","Collection.Time","Continent.x","Country.x","Region.x","District.x","City.x","Post.Code","Latitude.x","Longitude.x","Lab.Contact","Species.x","Serological.Group","Serotype.x","EcoR.Cluster","Path.Nonpath","Simple.Patho","Comment.x","Simple.Disease","Bio.Project.ID","Project.ID","Disease.x","Sample.ID","Secondary.Sample.ID","Date.Entered","Release.Date","Differences","ST","ST.Complex","Lineage","Subspecies","adk","fumC","gyrB","icd","mdh","purA","recA","is_common_ST","is_common_country","is_bovine","is_swine","is_poultry","is_human","is_human2","is_dog","is_water","is_concerned_host","Name.y","Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)","Source Niche","Source Type","Source Details","Collection Year","Collection Month","Collection Day","Collection Time","Continent.y","Country.y","Region.y","District.y","City.y","Post Code","Latitude.y","Longitude.y","Lab Contact","Species.y","Serological Group","Serotype.y","EcoR Cluster","Path/Nonpath","Simple Patho","Simple Disease","Comment.y","Bio Project ID","Project ID","Disease.y","Sample ID","Secondary Sample ID","Date Entered","Release Date","Barcode.y","Status","Coverage","N50","Length","Contig Number(>=200 bp)","Low Quality Bases","Version","Assembly barcode"
"ESC_PA1724AA","11_New Zealand",77,80,1,0,0,1,"ERL073071","ESC_PA1724AA","SRR7644894;ILLUMINA;Paired;;SRX4508115;SRA","Human","Human","Homo sapiens; human",2007,NA,NA,"","Oceania","New Zealand","Canterbury","Ashburton District","","",-43.53,172.616,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765921","SRS3628050","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","ERL073071","SRR7644894;ILLUMINA;Paired;;SRX4508115;SRA","Human","Human","Homo sapiens; human",2007,NA,NA,NA,"Oceania","New Zealand","Canterbury","Ashburton District",NA,NA,-43.53,172.616,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765921","SRS3628050",2019-11-18,2019-08-01,"ESC_PA1724AA","Assembled",150,160580,5296752,180,59240,4.1,"ESC_GB6289AA_AS"
"ESC_PA1725AA","11_New Zealand",77,80,1,0,0,1,"ERL07811","ESC_PA1725AA","SRR7644895;ILLUMINA;Paired;;SRX4508114;SRA","Human","Human","Homo sapiens; human",2007,NA,NA,"","Oceania","New Zealand","Canterbury","Ashburton District","","",-43.53,172.616,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765924","SRS3628045","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","ERL07811","SRR7644895;ILLUMINA;Paired;;SRX4508114;SRA","Human","Human","Homo sapiens; human",2007,NA,NA,NA,"Oceania","New Zealand","Canterbury","Ashburton District",NA,NA,-43.53,172.616,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765924","SRS3628045",2019-11-18,2019-08-01,"ESC_PA1725AA","Assembled",228,201738,5345322,173,29639,4.1,"ESC_GB6288AA_AS"
"ESC_PA1726AA","11_New Zealand",77,80,1,0,0,1,"ERL07467","ESC_PA1726AA","SRR7644896;ILLUMINA;Paired;;SRX4508113;SRA","Human","Human","Homo sapiens; human",2007,NA,NA,"","Oceania","New Zealand","Waikato","South Waikato District","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765923","SRS3628044","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","ERL07467","SRR7644896;ILLUMINA;Paired;;SRX4508113;SRA","Human","Human","Homo sapiens; human",2007,NA,NA,NA,"Oceania","New Zealand","Waikato","South Waikato District",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765923","SRS3628044",2019-11-18,2019-08-01,"ESC_PA1726AA","Assembled",293,151447,5310201,217,44315,4.1,"ESC_GB6287AA_AS"
"ESC_PA1727AA","11_New Zealand",77,80,1,0,0,1,"ERL091792","ESC_PA1727AA","SRR7644897;ILLUMINA;Paired;;SRX4508112;SRA","Human","Human","Homo sapiens; human",2009,NA,NA,"","Oceania","New Zealand","Canterbury","Ashburton District","","",-43.53,172.616,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765939","SRS3628047","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","ERL091792","SRR7644897;ILLUMINA;Paired;;SRX4508112;SRA","Human","Human","Homo sapiens; human",2009,NA,NA,NA,"Oceania","New Zealand","Canterbury","Ashburton District",NA,NA,-43.53,172.616,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765939","SRS3628047",2019-11-18,2019-08-01,"ESC_PA1727AA","Assembled",188,160587,5422994,244,47091,4.1,"ESC_GB6286AA_AS"
"ESC_PA1728AA","11_New Zealand",77,80,1,0,0,1,"ERL092373","ESC_PA1728AA","SRR7644898;ILLUMINA;Paired;;SRX4508111;SRA","Livestock","Bovine","Bos taurus; bovine",2009,NA,NA,"","Oceania","New Zealand","Waikato","South Waikato District","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765940","SRS3628041","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","ERL092373","SRR7644898;ILLUMINA;Paired;;SRX4508111;SRA","Livestock","Bovine","Bos taurus; bovine",2009,NA,NA,NA,"Oceania","New Zealand","Waikato","South Waikato District",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765940","SRS3628041",2019-11-18,2019-08-01,"ESC_PA1728AA","Assembled",143,236402,5399532,228,38771,4.1,"ESC_GB6285AA_AS"
"ESC_PA1730AA","11_New Zealand",77,80,1,0,0,1,"ERL083922","ESC_PA1730AA","SRR7644900;ILLUMINA;Paired;;SRX4508109;SRA","Livestock","Bovine","Bos taurus; bovine",2008,NA,NA,"","Oceania","New Zealand","Canterbury","Ashburton District","","",-43.53,172.616,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765934","SRS3628046","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","ERL083922","SRR7644900;ILLUMINA;Paired;;SRX4508109;SRA","Livestock","Bovine","Bos taurus; bovine",2008,NA,NA,NA,"Oceania","New Zealand","Canterbury","Ashburton District",NA,NA,-43.53,172.616,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765934","SRS3628046",2019-11-18,2019-08-01,"ESC_PA1730AA","Assembled",130,194149,5484986,206,54791,4.1,"ESC_GB6283AA_AS"
"ESC_PA1731AA","11_New Zealand",77,80,1,0,0,1,"ERL082970","ESC_PA1731AA","SRR7644901;ILLUMINA;Paired;;SRX4508108;SRA","Human","Human","Homo sapiens; human",2008,NA,NA,"","Oceania","New Zealand","Canterbury","Ashburton District","","",-43.53,172.616,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765931","SRS3628042","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","ERL082970","SRR7644901;ILLUMINA;Paired;;SRX4508108;SRA","Human","Human","Homo sapiens; human",2008,NA,NA,NA,"Oceania","New Zealand","Canterbury","Ashburton District",NA,NA,-43.53,172.616,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765931","SRS3628042",2019-11-18,2019-08-01,"ESC_PA1731AA","Assembled",215,146963,5437891,243,48489,4.1,"ESC_GB6282AA_AS"
"ESC_PA1732AA","11_New Zealand",77,80,1,0,0,1,"ERL083021","ESC_PA1732AA","SRR7644902;ILLUMINA;Paired;;SRX4508107;SRA","Human","Human","Homo sapiens; human",2008,NA,NA,"","Oceania","New Zealand","Canterbury","Ashburton District","","",-43.53,172.616,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765932","SRS3628040","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","ERL083021","SRR7644902;ILLUMINA;Paired;;SRX4508107;SRA","Human","Human","Homo sapiens; human",2008,NA,NA,NA,"Oceania","New Zealand","Canterbury","Ashburton District",NA,NA,-43.53,172.616,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765932","SRS3628040",2019-11-18,2019-08-01,"ESC_PA1732AA","Assembled",202,179963,5370862,276,48729,4.1,"ESC_GB6281AA_AS"
"ESC_PA1733AA","11_New Zealand",77,80,1,0,0,1,"ERL08949","ESC_PA1733AA","SRR7644903;ILLUMINA;Paired;;SRX4508106;SRA","Human","Human","Homo sapiens; human",2008,NA,NA,"","Oceania","New Zealand","Waikato","South Waikato District","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765937","SRS3628039","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","ERL08949","SRR7644903;ILLUMINA;Paired;;SRX4508106;SRA","Human","Human","Homo sapiens; human",2008,NA,NA,NA,"Oceania","New Zealand","Waikato","South Waikato District",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765937","SRS3628039",2019-11-18,2019-08-01,"ESC_PA1733AA","Assembled",217,151733,5461770,262,49877,4.1,"ESC_GB6280AA_AS"
"ESC_PA1734AA","11_New Zealand",77,80,1,0,0,1,"ERL08987","ESC_PA1734AA","SRR7644904;ILLUMINA;Paired;;SRX4508105;SRA","Livestock","Bovine","Bos taurus; bovine",2008,NA,NA,"","Oceania","New Zealand","Waikato","South Waikato District","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765938","SRS3628037","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","ERL08987","SRR7644904;ILLUMINA;Paired;;SRX4508105;SRA","Livestock","Bovine","Bos taurus; bovine",2008,NA,NA,NA,"Oceania","New Zealand","Waikato","South Waikato District",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765938","SRS3628037",2019-11-18,2019-08-01,"ESC_PA1734AA","Assembled",148,238360,5373885,212,34479,4.1,"ESC_GB6279AA_AS"
"ESC_PA1735AA","11_New Zealand",77,80,1,0,0,1,"ERL084313","ESC_PA1735AA","SRR7644905;ILLUMINA;Paired;;SRX4508104;SRA","Human","Human","Homo sapiens; human",2008,NA,NA,"","Oceania","New Zealand","Canterbury","Ashburton District","","",-43.53,172.616,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765935","SRS3628035","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","ERL084313","SRR7644905;ILLUMINA;Paired;;SRX4508104;SRA","Human","Human","Homo sapiens; human",2008,NA,NA,NA,"Oceania","New Zealand","Canterbury","Ashburton District",NA,NA,-43.53,172.616,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765935","SRS3628035",2019-11-18,2019-08-01,"ESC_PA1735AA","Assembled",289,148408,5365226,249,67540,4.1,"ESC_GB6278AA_AS"
"ESC_PA1736AA","11_New Zealand",77,80,1,0,0,1,"ERL084331","ESC_PA1736AA","SRR7644906;ILLUMINA;Paired;;SRX4508103;SRA","Livestock","Bovine","Bos taurus; bovine",2008,NA,NA,"","Oceania","New Zealand","Canterbury","Ashburton District","","",-43.53,172.616,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765936","SRS3628038","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","ERL084331","SRR7644906;ILLUMINA;Paired;;SRX4508103;SRA","Livestock","Bovine","Bos taurus; bovine",2008,NA,NA,NA,"Oceania","New Zealand","Canterbury","Ashburton District",NA,NA,-43.53,172.616,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765936","SRS3628038",2019-11-18,2019-08-01,"ESC_PA1736AA","Assembled",133,238121,5374493,208,42703,4.1,"ESC_GB6277AA_AS"
"ESC_PA1737AA","11_New Zealand",77,80,1,0,0,1,"ERL043180","ESC_PA1737AA","SRR7644907;ILLUMINA;Paired;;SRX4508102;SRA","Livestock","Bovine","Bos taurus; bovine",2004,NA,NA,"","Oceania","New Zealand","Canterbury","Ashburton District","","",-43.53,172.616,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765879","SRS3628036","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","ERL043180","SRR7644907;ILLUMINA;Paired;;SRX4508102;SRA","Livestock","Bovine","Bos taurus; bovine",2004,NA,NA,NA,"Oceania","New Zealand","Canterbury","Ashburton District",NA,NA,-43.53,172.616,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765879","SRS3628036",2019-11-18,2019-08-01,"ESC_PA1737AA","Assembled",100,179758,5446361,267,30487,4.1,"ESC_GB6276AA_AS"
"ESC_PA1738AA","11_New Zealand",77,80,1,0,0,1,"ERL043193","ESC_PA1738AA","SRR7644908;ILLUMINA;Paired;;SRX4508101;SRA","Livestock","Bovine","Bos taurus; bovine",2004,NA,NA,"","Oceania","New Zealand","Canterbury","Ashburton District","","",-43.53,172.616,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765880","SRS3628034","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","ERL043193","SRR7644908;ILLUMINA;Paired;;SRX4508101;SRA","Livestock","Bovine","Bos taurus; bovine",2004,NA,NA,NA,"Oceania","New Zealand","Canterbury","Ashburton District",NA,NA,-43.53,172.616,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765880","SRS3628034",2019-11-18,2019-08-01,"ESC_PA1738AA","Assembled",200,152027,5398015,230,45777,4.1,"ESC_GB6275AA_AS"
"ESC_PA1739AA","11_New Zealand",77,80,1,0,0,1,"36ST1O157","ESC_PA1739AA","SRR7644909;ILLUMINA;Paired;;SRX4508100;SRA","Livestock","Bovine","Bos taurus; bovine",2008,NA,NA,"","Oceania","New Zealand","Waikato","South Waikato District","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765871","SRS3628033","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","36ST1O157","SRR7644909;ILLUMINA;Paired;;SRX4508100;SRA","Livestock","Bovine","Bos taurus; bovine",2008,NA,NA,NA,"Oceania","New Zealand","Waikato","South Waikato District",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765871","SRS3628033",2019-11-18,2019-08-01,"ESC_PA1739AA","Assembled",165,160592,5484645,280,44326,4.1,"ESC_GB6274AA_AS"
"ESC_PA1740AA","11_New Zealand",77,80,1,0,0,1,"a220a","ESC_PA1740AA","SRR7644910;ILLUMINA;Paired;;SRX4508099;SRA","Livestock","Bovine","Bos taurus; bovine",2011,NA,NA,"","Oceania","New Zealand","Canterbury","Ashburton District","","",-43.53,172.616,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765872","SRS3628032","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","a220a","SRR7644910;ILLUMINA;Paired;;SRX4508099;SRA","Livestock","Bovine","Bos taurus; bovine",2011,NA,NA,NA,"Oceania","New Zealand","Canterbury","Ashburton District",NA,NA,-43.53,172.616,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765872","SRS3628032",2019-11-18,2019-08-01,"ESC_PA1740AA","Assembled",278,217504,5355993,258,67575,4.1,"ESC_GB6273AA_AS"
"ESC_PA1741AA","11_New Zealand",77,80,1,0,0,1,"E200a","ESC_PA1741AA","SRR7644911;ILLUMINA;Paired;;SRX4508098;SRA","Livestock","Bovine","Bos taurus; bovine",2010,NA,NA,"","Oceania","New Zealand","Waikato","South Waikato District","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765873","SRS3628099","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","E200a","SRR7644911;ILLUMINA;Paired;;SRX4508098;SRA","Livestock","Bovine","Bos taurus; bovine",2010,NA,NA,NA,"Oceania","New Zealand","Waikato","South Waikato District",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765873","SRS3628099",2019-11-18,2019-08-01,"ESC_PA1741AA","Assembled",180,184325,5449992,228,50616,4.1,"ESC_GB6272AA_AS"
"ESC_PA1742AA","11_New Zealand",77,80,1,0,0,1,"e46a","ESC_PA1742AA","SRR7644912;ILLUMINA;Paired;;SRX4508097;SRA","Livestock","Bovine","Bos taurus; bovine",2010,NA,NA,"","Oceania","New Zealand","Waikato","South Waikato District","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765874","SRS3628028","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","e46a","SRR7644912;ILLUMINA;Paired;;SRX4508097;SRA","Livestock","Bovine","Bos taurus; bovine",2010,NA,NA,NA,"Oceania","New Zealand","Waikato","South Waikato District",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765874","SRS3628028",2019-11-18,2019-08-01,"ESC_PA1742AA","Assembled",147,183601,5388612,234,40147,4.1,"ESC_GB6271AA_AS"
"ESC_PA1743AA","11_New Zealand",77,80,1,0,0,1,"ERL041335","ESC_PA1743AA","SRR7644913;ILLUMINA;Paired;;SRX4508096;SRA","Human","Human","Homo sapiens; human",2004,NA,NA,"","Oceania","New Zealand","","","","",-43.53,172.616,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765875","SRS3628026","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","ERL041335","SRR7644913;ILLUMINA;Paired;;SRX4508096;SRA","Human","Human","Homo sapiens; human",2004,NA,NA,NA,"Oceania","New Zealand","","",NA,NA,-43.53,172.616,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765875","SRS3628026",2019-11-18,2019-08-01,"ESC_PA1743AA","Assembled",126,150169,5439336,250,48204,4.1,"ESC_GB6270AA_AS"
"ESC_PA1744AA","11_New Zealand",77,80,1,0,0,1,"ERL042149","ESC_PA1744AA","SRR7644914;ILLUMINA;Paired;;SRX4508095;SRA","Livestock","Bovine","Bos taurus; bovine",2004,NA,NA,"","Oceania","New Zealand","Waikato","South Waikato District","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765876","SRS3628031","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","ERL042149","SRR7644914;ILLUMINA;Paired;;SRX4508095;SRA","Livestock","Bovine","Bos taurus; bovine",2004,NA,NA,NA,"Oceania","New Zealand","Waikato","South Waikato District",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765876","SRS3628031",2019-11-18,2019-08-01,"ESC_PA1744AA","Assembled",132,151733,5375816,244,38819,4.1,"ESC_GB6269AA_AS"
"ESC_PA1745AA","11_New Zealand",77,80,1,0,0,1,"ERL042361","ESC_PA1745AA","SRR7644915;ILLUMINA;Paired;;SRX4508094;SRA","Livestock","Bovine","Bos taurus; bovine",2004,NA,NA,"","Oceania","New Zealand","Waikato","South Waikato District","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765877","SRS3628029","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","ERL042361","SRR7644915;ILLUMINA;Paired;;SRX4508094;SRA","Livestock","Bovine","Bos taurus; bovine",2004,NA,NA,NA,"Oceania","New Zealand","Waikato","South Waikato District",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765877","SRS3628029",2019-11-18,2019-08-01,"ESC_PA1745AA","Assembled",179,188191,5458225,246,97428,4.1,"ESC_GB6268AA_AS"
"ESC_PA1746AA","11_New Zealand",77,80,1,0,0,1,"ERL042635","ESC_PA1746AA","SRR7644916;ILLUMINA;Paired;;SRX4508093;SRA","Livestock","Bovine","Bos taurus; bovine",2004,NA,NA,"","Oceania","New Zealand","Waikato","South Waikato District","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765878","SRS3628030","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","ERL042635","SRR7644916;ILLUMINA;Paired;;SRX4508093;SRA","Livestock","Bovine","Bos taurus; bovine",2004,NA,NA,NA,"Oceania","New Zealand","Waikato","South Waikato District",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765878","SRS3628030",2019-11-18,2019-08-01,"ESC_PA1746AA","Assembled",167,150278,5541224,270,37302,4.1,"ESC_GB6267AA_AS"
"ESC_PA1747AA","11_New Zealand",77,80,1,0,0,1,"ERL101821","ESC_PA1747AA","SRR7644917;ILLUMINA;Paired;;SRX4508092;SRA","Human","Human","Homo sapiens; human",2010,NA,NA,"","Oceania","New Zealand","Canterbury","Ashburton District","","",-43.53,172.616,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765951","SRS3628027","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","ERL101821","SRR7644917;ILLUMINA;Paired;;SRX4508092;SRA","Human","Human","Homo sapiens; human",2010,NA,NA,NA,"Oceania","New Zealand","Canterbury","Ashburton District",NA,NA,-43.53,172.616,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765951","SRS3628027",2019-11-18,2019-08-01,"ESC_PA1747AA","Assembled",165,236452,5458743,222,43096,4.1,"ESC_GB6266AA_AS"
